date,1. open,2. high,3. low,4. close,5. volume
2024-10-11 19:59:00,188.5988,188.655,188.57,188.58,601.0
2024-10-11 19:58:00,188.59,188.6,188.59,188.6,101.0
2024-10-11 19:57:00,188.73,188.75,188.56,188.57,137.0
2024-10-11 19:56:00,188.63,188.65,188.56,188.65,437.0
2024-10-11 19:55:00,188.58,188.7,188.58,188.7,502.0
2024-10-11 19:54:00,188.56,188.6,188.56,188.6,116.0
2024-10-11 19:53:00,188.6,188.6,188.58,188.58,1077.0
2024-10-11 19:52:00,188.6,188.6,188.58,188.6,90.0
2024-10-11 19:51:00,188.6,188.6,188.56,188.6,521.0
2024-10-11 19:50:00,188.575,188.6,188.575,188.58,201.0
2024-10-11 19:49:00,188.555,188.6,188.555,188.6,5.0
2024-10-11 19:48:00,188.6,188.6,188.51,188.6,508.0
2024-10-11 19:47:00,188.6,188.6,188.51,188.51,13.0
2024-10-11 19:46:00,188.58,188.6,188.5,188.5,48.0
2024-10-11 19:45:00,188.55,188.6,188.5,188.575,224.0
2024-10-11 19:44:00,188.5983,188.5983,188.5983,188.5983,5.0
2024-10-11 19:43:00,188.58,188.58,188.5,188.55,19.0
2024-10-11 19:42:00,188.596,188.596,188.55,188.55,18.0
2024-10-11 19:41:00,188.575,188.6,188.575,188.6,38.0
2024-10-11 19:40:00,188.6,188.6,188.55,188.6,7.0
2024-10-11 19:39:00,188.59,188.59,188.55,188.55,52.0
2024-10-11 19:38:00,188.55,188.5988,188.55,188.5988,3.0
2024-10-11 19:37:00,188.6,188.6,188.55,188.55,44.0
2024-10-11 19:36:00,188.6,188.6,188.55,188.55,362.0
2024-10-11 19:35:00,188.561,188.598,188.561,188.58,4.0
2024-10-11 19:34:00,188.56,188.6,188.56,188.56,71.0
2024-10-11 19:33:00,188.55,188.6,188.55,188.6,14.0
2024-10-11 19:32:00,188.55,188.57,188.55,188.55,402.0
2024-10-11 19:31:00,188.55,188.6,188.5,188.6,32.0
2024-10-11 19:30:00,188.5208,188.6,188.52,188.55,509.0
2024-10-11 19:29:00,188.5987,188.6,188.55,188.55,627.0
2024-10-11 19:28:00,188.5,188.6,188.5,188.57,15.0
2024-10-11 19:27:00,188.55,188.55,188.55,188.55,2.0
2024-10-11 19:26:00,188.58,188.58,188.55,188.55,82.0
2024-10-11 19:25:00,188.58,188.6,188.55,188.575,40.0
2024-10-11 19:24:00,188.6,188.6,188.575,188.58,108.0
2024-10-11 19:23:00,188.575,188.6,188.55,188.575,5.0
2024-10-11 19:22:00,188.575,188.59,188.55,188.55,24.0
2024-10-11 19:21:00,188.55,188.6,188.55,188.5975,684.0
2024-10-11 19:20:00,188.52,188.6,188.51,188.6,295.0
2024-10-11 19:19:00,188.52,188.54,188.5,188.5,1629.0
2024-10-11 19:18:00,188.52,188.6,188.52,188.57,101.0
2024-10-11 19:17:00,188.56,188.57,188.56,188.57,19.0
2024-10-11 19:16:00,188.56,188.56,188.52,188.56,32.0
2024-10-11 19:15:00,188.59,188.6,188.52,188.6,20.0
2024-10-11 19:14:00,188.56,188.59,188.52,188.59,18.0
