date,1. open,2. high,3. low,4. close,5. volume
2024-10-11 19:59:00,495.26,495.26,495.26,495.26,14.0
2024-10-11 19:58:00,495.38,495.38,495.38,495.38,1.0
2024-10-11 19:57:00,495.26,495.4,495.26,495.4,12.0
2024-10-11 19:56:00,495.26,495.39,495.26,495.26,13.0
2024-10-11 19:55:00,495.26,495.26,495.26,495.26,79.0
2024-10-11 19:52:00,495.26,495.4,495.26,495.26,4.0
2024-10-11 19:48:00,495.4,495.4,495.4,495.4,5.0
2024-10-11 19:47:00,495.25,495.25,495.25,495.25,1.0
2024-10-11 19:45:00,495.38,495.38,495.38,495.38,2.0
2024-10-11 19:44:00,495.4,495.4,495.4,495.4,1.0
2024-10-11 19:43:00,495.39,495.39,495.39,495.39,30.0
2024-10-11 19:42:00,495.39,495.39,495.39,495.39,11.0
2024-10-11 19:41:00,495.39,495.39,495.385,495.385,26.0
2024-10-11 19:40:00,495.4,495.4,495.35,495.35,64.0
2024-10-11 19:38:00,495.39,495.4,495.39,495.4,57.0
2024-10-11 19:37:00,495.4,495.4,495.4,495.4,1.0
2024-10-11 19:34:00,495.39,495.39,495.39,495.39,3.0
2024-10-11 19:33:00,495.39,495.39,495.39,495.39,4.0
2024-10-11 19:32:00,495.39,495.39,495.39,495.39,3.0
2024-10-11 19:29:00,495.39,495.4,495.26,495.26,41.0
2024-10-11 19:24:00,495.38,495.38,495.26,495.26,13.0
2024-10-11 19:23:00,495.4,495.4,495.4,495.4,70.0
2024-10-11 19:22:00,495.3,495.3,495.3,495.3,1.0
2024-10-11 19:21:00,495.3988,495.3988,495.3988,495.3988,1.0
2024-10-11 19:20:00,495.25,495.25,495.25,495.25,3.0
2024-10-11 19:19:00,495.01,495.39,495.01,495.3,12.0
2024-10-11 19:17:00,495.3999,495.3999,495.22,495.22,200.0
2024-10-11 19:16:00,495.4,495.4,495.4,495.4,6.0
2024-10-11 19:15:00,495.205,495.3902,495.205,495.3902,2.0
2024-10-11 19:14:00,495.4,495.4,495.3988,495.3988,2.0
2024-10-11 19:13:00,495.4,495.4,495.4,495.4,6.0
2024-10-11 19:12:00,495.205,495.205,495.205,495.205,1.0
2024-10-11 19:11:00,495.39,495.39,495.39,495.39,1.0
2024-10-11 19:08:00,495.4,495.4,495.4,495.4,10.0
2024-10-11 19:07:00,495.4,495.4,495.4,495.4,10.0
2024-10-11 19:06:00,495.39,495.39,495.39,495.39,2.0
2024-10-11 19:05:00,495.3999,495.4,495.3999,495.4,5.0
2024-10-11 19:04:00,495.39,495.39,495.39,495.39,2.0
2024-10-11 19:02:00,495.205,495.205,495.205,495.205,1.0
2024-10-11 19:01:00,495.4,495.4,495.4,495.4,3.0
2024-10-11 18:55:00,495.195,495.4,495.195,495.255,5.0
2024-10-11 18:54:00,495.4,495.4,495.4,495.4,10.0
2024-10-11 18:52:00,495.39,495.39,495.39,495.39,3.0
2024-10-11 18:51:00,495.14,495.14,495.14,495.14,1.0
2024-10-11 18:50:00,495.39,495.39,495.39,495.39,4.0
2024-10-11 18:49:00,495.14,495.39,495.14,495.39,2.0
2024-10-11 18:48:00,495.39,495.39,495.095,495.31,12.0
2024-10-11 18:47:00,495.095,495.39,495.095,495.39,2.0
2024-10-11 18:46:00,495.095,495.095,495.095,495.095,2.0
2024-10-11 18:45:00,495.075,495.095,495.075,495.095,3.0
2024-10-11 18:44:00,495.39,495.4,495.39,495.4,30.0
2024-10-11 18:43:00,495.4,495.4,495.3,495.3,8.0
2024-10-11 18:42:00,495.29,495.3,495.29,495.3,274.0
2024-10-11 18:41:00,495.29,495.29,495.29,495.29,2.0
2024-10-11 18:40:00,495.285,495.285,495.15,495.15,10.0
2024-10-11 18:39:00,495.15,495.15,495.15,495.15,7.0
2024-10-11 18:38:00,495.285,495.285,495.15,495.15,6.0
2024-10-11 18:36:00,495.2,495.2,495.2,495.2,1.0
2024-10-11 18:34:00,495.39,495.39,495.39,495.39,1.0
2024-10-11 18:32:00,495.39,495.39,495.39,495.39,1.0
2024-10-11 18:31:00,495.4,495.4,495.4,495.4,5.0
2024-10-11 18:28:00,495.39,495.39,495.22,495.39,53.0
2024-10-11 18:25:00,495.21,495.21,495.21,495.21,2.0
2024-10-11 18:22:00,495.21,495.21,495.2,495.2,70.0
2024-10-11 18:21:00,495.38,495.38,495.38,495.38,20.0
2024-10-11 18:19:00,495.21,495.4,495.21,495.4,37.0
2024-10-11 18:18:00,495.4,495.4,495.4,495.4,17.0
2024-10-11 18:17:00,495.2,495.2,495.2,495.2,14.0
2024-10-11 18:16:00,495.2,495.2,495.2,495.2,1.0
2024-10-11 18:15:00,495.4,495.4,495.4,495.4,20.0
2024-10-11 18:14:00,495.3988,495.3988,495.3988,495.3988,1.0
2024-10-11 18:13:00,495.4,495.4,495.4,495.4,5.0
2024-10-11 18:12:00,495.39,495.4,495.2,495.2,101.0
2024-10-11 18:11:00,495.19,495.4,495.19,495.4,20.0
2024-10-11 18:10:00,495.2,495.2,495.11,495.11,5.0
2024-10-11 18:09:00,495.19,495.19,495.19,495.19,2.0
2024-10-11 18:08:00,495.39,495.39,495.2,495.2,2.0
2024-10-11 18:07:00,495.2,495.2,495.2,495.2,1.0
