date,1. open,2. high,3. low,4. close,5. volume
2024-10-11 19:59:00,163.15,163.1675,163.136,163.15,113.0
2024-10-11 19:58:00,163.1682,163.17,163.15,163.15,34.0
2024-10-11 19:57:00,163.17,163.17,163.17,163.17,58.0
2024-10-11 19:56:00,163.17,163.17,163.17,163.17,8.0
2024-10-11 19:55:00,163.1675,163.17,163.146,163.146,50.0
2024-10-11 19:54:00,163.17,163.17,163.17,163.17,9.0
2024-10-11 19:53:00,163.15,163.17,163.15,163.17,627.0
2024-10-11 19:52:00,163.17,163.17,163.15,163.15,2165.0
2024-10-11 19:51:00,163.16,163.17,163.16,163.17,201.0
2024-10-11 19:50:00,163.18,163.18,163.16,163.16,154.0
2024-10-11 19:49:00,163.19,163.19,163.16,163.16,6.0
2024-10-11 19:48:00,163.18,163.18,163.18,163.18,505.0
2024-10-11 19:47:00,163.18,163.19,163.18,163.19,701.0
2024-10-11 19:46:00,163.16,163.18,163.141,163.18,37.0
2024-10-11 19:45:00,163.18,163.18,163.18,163.18,51.0
2024-10-11 19:44:00,163.15,163.15,163.15,163.15,3.0
2024-10-11 19:42:00,163.18,163.18,163.15,163.18,31.0
2024-10-11 19:41:00,163.15,163.1583,163.15,163.1583,13.0
2024-10-11 19:40:00,163.15,163.15,163.15,163.15,6.0
2024-10-11 19:39:00,163.123,163.15,163.123,163.15,2244.0
2024-10-11 19:38:00,163.16,163.17,163.12,163.123,49.0
2024-10-11 19:37:00,163.16,163.16,163.16,163.16,2.0
2024-10-11 19:36:00,163.18,163.18,163.17,163.17,65.0
2024-10-11 19:35:00,163.14,163.18,163.13,163.18,105.0
2024-10-11 19:34:00,163.14,163.14,163.12,163.12,9.0
2024-10-11 19:33:00,163.16,163.18,163.15,163.18,102.0
2024-10-11 19:32:00,163.15,163.17,163.14,163.17,145.0
2024-10-11 19:31:00,163.16,163.16,163.14,163.14,51.0
2024-10-11 19:30:00,163.177,163.18,163.16,163.16,54.0
2024-10-11 19:29:00,163.16,163.16,163.13,163.16,20.0
2024-10-11 19:28:00,163.18,163.18,163.18,163.18,160.0
2024-10-11 19:27:00,163.18,163.18,163.18,163.18,5.0
2024-10-11 19:26:00,163.12,163.12,163.12,163.12,2.0
2024-10-11 19:25:00,163.16,163.16,163.13,163.13,50.0
2024-10-11 19:24:00,163.18,163.18,163.18,163.18,1.0
2024-10-11 19:23:00,163.1208,163.1208,163.1208,163.1208,300.0
2024-10-11 19:22:00,163.123,163.18,163.123,163.18,221.0
2024-10-11 19:21:00,163.1786,163.18,163.16,163.16,23.0
2024-10-11 19:20:00,163.12,163.12,163.12,163.12,3.0
2024-10-11 19:19:00,163.18,163.18,163.15,163.15,257.0
2024-10-11 19:18:00,163.12,163.12,163.12,163.12,30.0
2024-10-11 19:17:00,163.18,163.18,163.18,163.18,3.0
2024-10-11 19:15:00,163.15,163.15,163.14,163.14,51.0
2024-10-11 19:14:00,163.17,163.18,163.1201,163.15,400.0
2024-10-11 19:13:00,163.18,163.18,163.14,163.1793,208.0
2024-10-11 19:12:00,163.18,163.18,163.1205,163.13,86.0
2024-10-11 19:11:00,163.18,163.18,163.18,163.18,31.0
2024-10-11 19:10:00,163.18,163.18,163.12,163.12,3.0
2024-10-11 19:08:00,163.12,163.12,163.12,163.12,10.0
